epoch,train_loss,val_aee,best_val_aee,is_best,stale_epochs,early_stopped
1,3.1750306401933943,1.5439210557937622,1.5439210557937622,True,0,False
2,2.992528158229786,1.3072243130207062,1.3072243130207062,True,0,False
3,2.8586903509202894,1.3532072401046753,1.3072243130207062,False,1,False
4,2.758535263302562,1.348207106590271,1.3072243130207062,False,2,False
5,2.711006658417838,1.0689820688962937,1.0689820688962937,True,0,False
6,2.6602460211449928,1.1718161237239837,1.0689820688962937,False,1,False
7,2.6121325217760525,1.099758728146553,1.0689820688962937,False,2,False
8,2.609129798281324,1.0129322057962418,1.0129322057962418,True,0,False
9,2.5430604088437425,0.94741066634655,0.94741066634655,True,0,False
10,2.4591503890006097,0.8868790084123611,0.8868790084123611,True,0,False
11,2.4939464736770796,0.9309133243560791,0.8868790084123611,False,1,False
12,2.4586447385641246,0.9920009154081345,0.8868790084123611,False,2,False
13,2.4310863673031986,1.0825589942932128,0.8868790084123611,False,3,False
14,2.4535155165326463,0.9662768852710724,0.8868790084123611,False,4,False
15,2.4191203038771074,0.8160911691188812,0.8160911691188812,True,0,False
16,2.4345899741728227,1.105674570798874,0.8160911691188812,False,1,False
17,2.400791673869877,1.023464294075966,0.8160911691188812,False,2,False
18,2.357657951313061,0.8546226352453232,0.8160911691188812,False,3,False
19,2.3354936982249166,1.0500906008481978,0.8160911691188812,False,4,False
20,2.376802901645283,0.8283570337295533,0.8160911691188812,False,5,False
21,2.302831939288548,0.8619840922951698,0.8160911691188812,False,6,False
22,2.282985446217296,0.7946948853135108,0.7946948853135108,True,0,False
23,2.3450880613955825,0.8661943358182908,0.7946948853135108,False,1,False
24,2.2808249560031264,0.7520149260759353,0.7520149260759353,True,0,False
25,2.25135030065264,0.7639987269043922,0.7520149260759353,False,1,False
26,2.257076758604783,0.7877857366204262,0.7520149260759353,False,2,False
27,2.2512471151875926,0.842500949203968,0.7520149260759353,False,3,False
28,2.3383353463896026,0.8340936118364334,0.7520149260759353,False,4,False
29,2.2660976897229204,0.7685957017540932,0.7520149260759353,False,5,False
30,2.217475766664023,0.7477631923556328,0.7477631923556328,True,0,False
31,2.1956163749590023,0.906122258901596,0.7477631923556328,False,1,False
32,2.229818519655165,0.7676098176836967,0.7477631923556328,False,2,False
33,2.2684945509983945,0.6912972313165665,0.6912972313165665,True,0,False
34,2.243349321595915,0.8068105497956276,0.6912972313165665,False,1,False
35,2.197697714134887,0.707745900452137,0.6912972313165665,False,2,False
36,2.1784227248076555,0.7793997883796692,0.6912972313165665,False,3,False
37,2.2124028363070645,0.7930259847640991,0.6912972313165665,False,4,False
38,2.198655752035288,0.7574376437067986,0.6912972313165665,False,5,False
39,2.2075920353878984,0.6885759365558625,0.6885759365558625,True,0,False
40,2.195647825251569,0.7706270709633827,0.6885759365558625,False,1,False
41,2.2048381029904545,0.8119703063368797,0.6885759365558625,False,2,False
42,2.1917067006394104,0.760543227493763,0.6885759365558625,False,3,False
43,2.1793960673468455,0.7890905487537384,0.6885759365558625,False,4,False
44,2.184405353043106,0.6644936469197273,0.6644936469197273,True,0,False
45,2.184560947365813,0.7806356564164162,0.6644936469197273,False,1,False
46,2.1316172002436042,0.7384842205047607,0.6644936469197273,False,2,False
47,2.1716663051437544,0.7101306867599487,0.6644936469197273,False,3,False
48,2.1341616858492842,0.7089992728829384,0.6644936469197273,False,4,False
49,2.1513704297306773,0.7256640723347664,0.6644936469197273,False,5,False
50,2.112895804447132,0.7459292620420456,0.6644936469197273,False,6,False
51,2.1378117432961097,0.7275691103935241,0.6644936469197273,False,7,False
52,2.1256269478535916,0.784815476834774,0.6644936469197273,False,8,False
53,2.12255483014243,0.7078843048214912,0.6644936469197273,False,9,False
54,2.14268819971399,0.6992722055315972,0.6644936469197273,False,10,True
