epoch,train_loss,val_aee,best_val_aee,is_best,stale_epochs,early_stopped
1,3.218090010213328,1.5251481163501739,1.5251481163501739,True,0,False
2,3.058527043887547,1.4305428242683411,1.4305428242683411,True,0,False
3,2.9238559060044342,1.4319734025001525,1.4305428242683411,False,1,False
4,2.830909249546764,1.4420090091228486,1.4305428242683411,False,2,False
5,2.7866112766685065,1.4331478297710418,1.4305428242683411,False,3,False
6,2.700098632456182,1.512015620470047,1.4305428242683411,False,4,False
7,2.6467689328141266,1.5668397390842437,1.4305428242683411,False,5,False
8,2.661923255239214,1.5135984563827514,1.4305428242683411,False,6,False
9,2.6112585762044884,1.3228294426202774,1.3228294426202774,True,0,False
10,2.5038176002083246,1.4978920197486878,1.3228294426202774,False,1,False
11,2.5347501026405084,1.4978959167003632,1.3228294426202774,False,2,False
12,2.497281157053434,1.389911013841629,1.3228294426202774,False,3,False
13,2.4661062156761084,1.4485823619365692,1.3228294426202774,False,4,False
14,2.506348599444379,1.3311972534656524,1.3228294426202774,False,5,False
15,2.4694192226116476,1.1025756895542145,1.1025756895542145,True,0,False
16,2.456872991153172,2.7299380254745484,1.1025756895542145,False,1,False
17,2.4375995908464705,1.628692388534546,1.1025756895542145,False,2,False
18,2.3799149086187175,1.5229200100898743,1.1025756895542145,False,3,False
19,2.3601676173262542,1.1246853011846543,1.1025756895542145,False,4,False
20,2.413552607808794,1.4611657655239105,1.1025756895542145,False,5,False
21,2.331811052102309,1.411421617269516,1.1025756895542145,False,6,False
22,2.3116812064097476,1.0082725328207016,1.0082725328207016,True,0,False
23,2.3710390486560025,1.4363790833950043,1.0082725328207016,False,1,False
24,2.319288439803071,0.9627037581801414,0.9627037581801414,True,0,False
25,2.286464423923702,1.0313575839996338,0.9627037581801414,False,1,False
26,2.2948493512122186,1.2548574191331863,0.9627037581801414,False,2,False
27,2.280600260902237,1.586498099565506,0.9627037581801414,False,3,False
28,2.351993500531375,1.2169796979427339,0.9627037581801414,False,4,False
29,2.312274533313709,1.2970714104175567,0.9627037581801414,False,5,False
30,2.2508123235388116,1.3993726253509522,0.9627037581801414,False,6,False
31,2.2520637748005625,1.2636391425132751,0.9627037581801414,False,7,False
32,2.2730707179059038,1.2190539383888244,0.9627037581801414,False,8,False
33,2.2990614555694244,1.230387436747551,0.9627037581801414,False,9,False
34,2.264963250893813,1.1963978147506713,0.9627037581801414,False,10,True
